instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
4373,2011/7/6,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,1,4
4374,2011/7/6,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0,0,6
4375,2011/7/6,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6
4376,2011/7/6,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30
4377,2011/7/6,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112
4378,2011/7/6,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0,24,288
4379,2011/7/6,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,31,397
4380,2011/7/6,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,31,158
4381,2011/7/6,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,13,30
4382,2011/7/6,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0,24,103
4383,2011/7/6,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,38,114
4384,2011/7/6,3,0,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,33,107
4385,2011/7/6,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113
4386,2011/7/6,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130
4387,2011/7/6,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218
4388,2011/7/6,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517
4389,2011/7/6,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,77,486
4390,2011/7/6,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,71,323
4391,2011/7/6,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,55,257
4392,2011/7/6,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,66,175
4393,2011/7/6,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,30,156
4394,2011/7/6,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78
4395,2011/7/7,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29
4396,2011/7/7,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,2,14
4397,2011/7/7,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,1,7
4398,2011/7/7,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,2,2
4399,2011/7/7,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,0,4
4400,2011/7/7,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,2,30
4401,2011/7/7,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,11,107
4402,2011/7/7,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,13,279
4403,2011/7/7,3,0,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,28,415
4404,2011/7/7,3,0,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,25,154
4405,2011/7/7,3,0,7,10,0,4,1,1,0.78,0.7424,0.62,0,29,72
4406,2011/7/7,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112
4407,2011/7/7,3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0,32,139
4408,2011/7/7,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0,48,107
4409,2011/7/7,3,0,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,39,121
4410,2011/7/7,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,47,119
4411,2011/7/7,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,47,218
4412,2011/7/7,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,80,489
4413,2011/7/7,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,70,492
4414,2011/7/7,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,79,286
4415,2011/7/7,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,61,224
4416,2011/7/7,3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,39,170
4417,2011/7/7,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,32,150
4418,2011/7/7,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0,31,98
4419,2011/7/8,3,0,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,6,41
4420,2011/7/8,3,0,7,1,0,5,1,1,0.72,0.697,0.79,0,9,25
4421,2011/7/8,3,0,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,10,12
4422,2011/7/8,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045,2,4
4423,2011/7/8,3,0,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537,7,4
4424,2011/7/8,3,0,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537,3,24
4425,2011/7/8,3,0,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,11,91
4426,2011/7/8,3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,30,302
4427,2011/7/8,3,0,7,8,0,5,1,2,0.72,0.697,0.74,0.2537,36,421
4428,2011/7/8,3,0,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985,30,211
4429,2011/7/8,3,0,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,30,108
4430,2011/7/8,3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,61,104
4431,2011/7/8,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,49,164
4432,2011/7/8,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,54,175
4433,2011/7/8,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,53,163
4434,2011/7/8,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,39,102
4435,2011/7/8,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105
4436,2011/7/8,3,0,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,6,161
4437,2011/7/8,3,0,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896,35,281
4438,2011/7/8,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,45,225
4439,2011/7/8,3,0,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,30,220
4440,2011/7/8,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,46,158
4441,2011/7/8,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,33,136
4442,2011/7/8,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,40,111
4443,2011/7/9,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,31,90
4444,2011/7/9,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045,5,48
4445,2011/7/9,3,0,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,12,43
4446,2011/7/9,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,7,23
4447,2011/7/9,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,2,4
4448,2011/7/9,3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,4,11
4449,2011/7/9,3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,11,27
4450,2011/7/9,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.194,21,50
4451,2011/7/9,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,68,114
4452,2011/7/9,3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,77,170
4453,2011/7/9,3,0,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,87,177
4454,2011/7/9,3,0,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,101,189
4455,2011/7/9,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,145,221
4456,2011/7/9,3,0,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239,167,249
4457,2011/7/9,3,0,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,158,215
4458,2011/7/9,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,182,220
4459,2011/7/9,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0,171,245
4460,2011/7/9,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0,160,241
4461,2011/7/9,3,0,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,132,246
4462,2011/7/9,3,0,7,19,0,6,0,1,0.76,0.697,0.55,0.1642,128,178
4463,2011/7/9,3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,129,185
4464,2011/7/9,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,83,155
4465,2011/7/9,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,60,154
4466,2011/7/9,3,0,7,23,0,6,0,1,0.72,0.6667,0.58,0.194,47,93
4467,2011/7/10,3,0,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642,42,112
4468,2011/7/10,3,0,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,19,94
4469,2011/7/10,3,0,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896,28,68
4470,2011/7/10,3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,6,19
4471,2011/7/10,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,0,5
4472,2011/7/10,3,0,7,5,0,0,0,1,0.66,0.6212,0.74,0,7,10
4473,2011/7/10,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,8,17
4474,2011/7/10,3,0,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896,27,38
4475,2011/7/10,3,0,7,8,0,0,0,1,0.72,0.6818,0.66,0,27,65
4476,2011/7/10,3,0,7,9,0,0,0,1,0.74,0.697,0.66,0.0896,62,107
4477,2011/7/10,3,0,7,10,0,0,0,1,0.76,0.697,0.55,0.1343,95,173
4478,2011/7/10,3,0,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,110,177
4479,2011/7/10,3,0,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836,133,244
4480,2011/7/10,3,0,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,139,228
4481,2011/7/10,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,122,227
4482,2011/7/10,3,0,7,15,0,0,0,1,0.84,0.7424,0.39,0.2836,142,219
4483,2011/7/10,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,128,244
4484,2011/7/10,3,0,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239,146,217
4485,2011/7/10,3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,141,222
4486,2011/7/10,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,120,183
4487,2011/7/10,3,0,7,20,0,0,0,1,0.76,0.697,0.55,0.194,101,167
4488,2011/7/10,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537,65,162
4489,2011/7/10,3,0,7,22,0,0,0,1,0.74,0.697,0.66,0.2239,56,87
4490,2011/7/10,3,0,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537,19,53
4491,2011/7/11,3,0,7,0,0,1,1,1,0.7,0.6515,0.65,0.194,10,25
4492,2011/7/11,3,0,7,1,0,1,1,1,0.7,0.6515,0.61,0.2836,5,5
4493,2011/7/11,3,0,7,2,0,1,1,1,0.7,0.6515,0.61,0.2239,8,4
4494,2011/7/11,3,0,7,3,0,1,1,1,0.68,0.6364,0.65,0.1642,2,8
4495,2011/7/11,3,0,7,4,0,1,1,1,0.66,0.6212,0.74,0.2239,0,4
4496,2011/7/11,3,0,7,5,0,1,1,1,0.66,0.6212,0.74,0.1343,5,21
4497,2011/7/11,3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.194,19,102
4498,2011/7/11,3,0,7,7,0,1,1,1,0.7,0.6667,0.74,0.2537,28,289
4499,2011/7/11,3,0,7,8,0,1,1,1,0.74,0.697,0.66,0.2836,35,385
4500,2011/7/11,3,0,7,9,0,1,1,1,0.78,0.7424,0.59,0.2985,41,167
4501,2011/7/11,3,0,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582,44,73
4502,2011/7/11,3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,39,89
4503,2011/7/11,3,0,7,12,0,1,1,1,0.84,0.803,0.53,0.2836,40,108
4504,2011/7/11,3,0,7,13,0,1,1,1,0.86,0.8182,0.5,0.2537,22,119
4505,2011/7/11,3,0,7,14,0,1,1,1,0.86,0.8333,0.53,0.2836,40,94
4506,2011/7/11,3,0,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179,38,108
4507,2011/7/11,3,0,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881,57,182
4508,2011/7/11,3,0,7,17,0,1,1,1,0.86,0.8485,0.56,0.4179,59,455
4509,2011/7/11,3,0,7,18,0,1,1,1,0.86,0.8333,0.53,0.3881,57,415
4510,2011/7/11,3,0,7,19,0,1,1,1,0.84,0.8333,0.59,0.3284,80,293
4511,2011/7/11,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.4179,42,194
4512,2011/7/11,3,0,7,21,0,1,1,1,0.7,0.6667,0.79,0.4179,21,109
4513,2011/7/11,3,0,7,22,0,1,1,1,0.72,0.697,0.74,0.1343,20,70
4514,2011/7/11,3,0,7,23,0,1,1,1,0.7,0.6667,0.79,0.1343,11,44
4515,2011/7/12,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343,3,19
4516,2011/7/12,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,6,8
4517,2011/7/12,3,0,7,2,0,2,1,1,0.7,0.6667,0.79,0.1045,2,7
4518,2011/7/12,3,0,7,3,0,2,1,2,0.7,0.6667,0.79,0,2,6
4519,2011/7/12,3,0,7,4,0,2,1,1,0.7,0.6667,0.79,0.1642,0,6
4520,2011/7/12,3,0,7,5,0,2,1,1,0.7,0.6667,0.79,0.0896,4,21
4521,2011/7/12,3,0,7,6,0,2,1,1,0.74,0.6818,0.58,0.2239,13,102
4522,2011/7/12,3,0,7,7,0,2,1,1,0.76,0.697,0.55,0.194,29,301
4523,2011/7/12,3,0,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,35,382
4524,2011/7/12,3,0,7,9,0,2,1,1,0.78,0.7273,0.55,0.4925,27,149
4525,2011/7/12,3,0,7,10,0,2,1,1,0.82,0.7727,0.52,0.1642,38,85
4526,2011/7/12,3,0,7,11,0,2,1,1,0.82,0.7727,0.52,0.1642,39,86
4527,2011/7/12,3,0,7,12,0,2,1,1,0.86,0.7879,0.44,0.2985,38,125
4528,2011/7/12,3,0,7,13,0,2,1,1,0.86,0.803,0.47,0.2239,32,104
4529,2011/7/12,3,0,7,14,0,2,1,1,0.9,0.8485,0.42,0.2985,33,91
4530,2011/7/12,3,0,7,15,0,2,1,1,0.9,0.8485,0.42,0.3582,37,111
4531,2011/7/12,3,0,7,16,0,2,1,1,0.86,0.7879,0.44,0.2836,25,177
4532,2011/7/12,3,0,7,17,0,2,1,1,0.88,0.8182,0.44,0.2836,48,380
4533,2011/7/12,3,0,7,18,0,2,1,1,0.86,0.803,0.47,0.2985,39,472
4534,2011/7/12,3,0,7,19,0,2,1,1,0.84,0.7576,0.44,0.2836,42,295
4535,2011/7/12,3,0,7,20,0,2,1,1,0.82,0.7424,0.43,0.194,57,251
4536,2011/7/12,3,0,7,21,0,2,1,1,0.82,0.7424,0.43,0.1045,49,209
4537,2011/7/12,3,0,7,22,0,2,1,1,0.8,0.7273,0.46,0.1343,44,150
4538,2011/7/12,3,0,7,23,0,2,1,1,0.78,0.7121,0.52,0,20,59
4539,2011/7/13,3,0,7,0,0,3,1,1,0.76,0.7121,0.62,0,9,37
4540,2011/7/13,3,0,7,1,0,3,1,1,0.76,0.697,0.55,0,1,11
4541,2011/7/13,3,0,7,2,0,3,1,1,0.76,0.697,0.55,0,2,3
4542,2011/7/13,3,0,7,3,0,3,1,1,0.74,0.6818,0.58,0.194,0,4
4543,2011/7/13,3,0,7,4,0,3,1,1,0.74,0.6818,0.58,0.2537,0,5
4544,2011/7/13,3,0,7,5,0,3,1,1,0.74,0.6818,0.58,0.194,4,22
4545,2011/7/13,3,0,7,6,0,3,1,1,0.74,0.6818,0.58,0.1642,18,103
4546,2011/7/13,3,0,7,7,0,3,1,1,0.76,0.697,0.55,0.2537,32,281
4547,2011/7/13,3,0,7,8,0,3,1,1,0.8,0.7424,0.49,0.2537,31,418
4548,2011/7/13,3,0,7,9,0,3,1,1,0.82,0.7424,0.41,0.194,23,163
4549,2011/7/13,3,0,7,10,0,3,1,1,0.82,0.7576,0.46,0.194,33,80
4550,2011/7/13,3,0,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,55,110
4551,2011/7/13,3,0,7,12,0,3,1,1,0.84,0.7576,0.41,0.2836,40,134
4552,2011/7/13,3,0,7,13,0,3,1,3,0.82,0.7576,0.46,0.1343,39,119
4553,2011/7/13,3,0,7,14,0,3,1,3,0.82,0.7576,0.46,0.1343,27,89
4554,2011/7/13,3,0,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,13,33
4555,2011/7/13,3,0,7,16,0,3,1,2,0.66,0.5909,0.89,0,23,118
4556,2011/7/13,3,0,7,17,0,3,1,1,0.7,0.6667,0.79,0,70,418
4557,2011/7/13,3,0,7,18,0,3,1,1,0.72,0.697,0.79,0.1343,51,412
4558,2011/7/13,3,0,7,19,0,3,1,1,0.7,0.6667,0.79,0.1045,79,340
4559,2011/7/13,3,0,7,20,0,3,1,1,0.7,0.6667,0.84,0.1642,61,281
4560,2011/7/13,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.1045,56,194
4561,2011/7/13,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.194,48,136
4562,2011/7/13,3,0,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,33,83
4563,2011/7/14,3,0,7,0,0,4,1,1,0.66,0.6212,0.69,0.2985,14,32
4564,2011/7/14,3,0,7,1,0,4,1,1,0.66,0.6212,0.61,0.2537,4,21
4565,2011/7/14,3,0,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,3,7
4566,2011/7/14,3,0,7,3,0,4,1,1,0.62,0.6212,0.57,0.2985,1,5
4567,2011/7/14,3,0,7,4,0,4,1,1,0.62,0.6212,0.53,0.2537,0,6
4568,2011/7/14,3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,6,22
4569,2011/7/14,3,0,7,6,0,4,1,1,0.6,0.6061,0.6,0.2239,14,116
4570,2011/7/14,3,0,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,23,311
4571,2011/7/14,3,0,7,8,0,4,1,1,0.64,0.6212,0.5,0.3582,53,433
4572,2011/7/14,3,0,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836,29,195
4573,2011/7/14,3,0,7,10,0,4,1,1,0.7,0.6364,0.42,0.2537,32,95
4574,2011/7/14,3,0,7,11,0,4,1,1,0.72,0.6515,0.37,0.2239,38,110
4575,2011/7/14,3,0,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,51,172
4576,2011/7/14,3,0,7,13,0,4,1,1,0.76,0.6667,0.33,0.3284,39,138
4577,2011/7/14,3,0,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836,49,129
4578,2011/7/14,3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,42,138
4579,2011/7/14,3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,43,231
4580,2011/7/14,3,0,7,17,0,4,1,1,0.74,0.6515,0.37,0.1343,78,517
4581,2011/7/14,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,94,484
4582,2011/7/14,3,0,7,19,0,4,1,1,0.72,0.6515,0.39,0.2239,67,333
4583,2011/7/14,3,0,7,20,0,4,1,1,0.7,0.6364,0.42,0.2239,81,267
4584,2011/7/14,3,0,7,21,0,4,1,1,0.66,0.6212,0.5,0.1343,58,203
4585,2011/7/14,3,0,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,42,134
4586,2011/7/14,3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,27,97
4587,2011/7/15,3,0,7,0,0,5,1,1,0.62,0.5909,0.73,0.2239,23,57
4588,2011/7/15,3,0,7,1,0,5,1,1,0.62,0.5909,0.73,0.194,7,13
4589,2011/7/15,3,0,7,2,0,5,1,1,0.6,0.5758,0.78,0.1642,16,22
4590,2011/7/15,3,0,7,3,0,5,1,1,0.6,0.5909,0.73,0.194,1,6
4591,2011/7/15,3,0,7,4,0,5,1,1,0.6,0.5909,0.73,0.1642,2,8
4592,2011/7/15,3,0,7,5,0,5,1,1,0.6,0.5909,0.73,0.1343,7,16
4593,2011/7/15,3,0,7,6,0,5,1,2,0.6,0.5909,0.73,0.1045,12,108
4594,2011/7/15,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,17,257
4595,2011/7/15,3,0,7,8,0,5,1,1,0.64,0.6061,0.65,0.2537,50,514
4596,2011/7/15,3,0,7,9,0,5,1,1,0.68,0.6364,0.54,0.194,31,176
4597,2011/7/15,3,0,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,59,107
4598,2011/7/15,3,0,7,11,0,5,1,1,0.7,0.6515,0.54,0.1343,73,137
4599,2011/7/15,3,0,7,12,0,5,1,1,0.7,0.6515,0.48,0.194,61,177
4600,2011/7/15,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,85,162
4601,2011/7/15,3,0,7,14,0,5,1,1,0.7,0.6515,0.51,0.194,105,160
4602,2011/7/15,3,0,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642,74,163
4603,2011/7/15,3,0,7,16,0,5,1,1,0.72,0.6667,0.51,0.194,96,265
4604,2011/7/15,3,0,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,104,483
4605,2011/7/15,3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,102,394
4606,2011/7/15,3,0,7,19,0,5,1,1,0.7,0.6364,0.45,0.2239,114,280
4607,2011/7/15,3,0,7,20,0,5,1,1,0.7,0.6515,0.51,0.2239,92,251
4608,2011/7/15,3,0,7,21,0,5,1,1,0.66,0.6212,0.54,0.1045,75,186
4609,2011/7/15,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,71,152
4610,2011/7/15,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,41,126
4611,2011/7/16,3,0,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,42,68
4612,2011/7/16,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,24,51
4613,2011/7/16,3,0,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,10,48
4614,2011/7/16,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,6,20
4615,2011/7/16,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,9,7
4616,2011/7/16,3,0,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,4,6
4617,2011/7/16,3,0,7,6,0,6,0,1,0.6,0.5758,0.78,0.1642,16,21
4618,2011/7/16,3,0,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,14,38
4619,2011/7/16,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,37,90
4620,2011/7/16,3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,72,150
4621,2011/7/16,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,114,208
4622,2011/7/16,3,0,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,171,225
4623,2011/7/16,3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,187,276
4624,2011/7/16,3,0,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985,221,276
4625,2011/7/16,3,0,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,201,232
4626,2011/7/16,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,205,223
4627,2011/7/16,3,0,7,16,0,6,0,1,0.76,0.6818,0.45,0.2836,183,242
4628,2011/7/16,3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,234,241
4629,2011/7/16,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,185,243
4630,2011/7/16,3,0,7,19,0,6,0,1,0.74,0.6818,0.48,0.194,164,242
4631,2011/7/16,3,0,7,20,0,6,0,1,0.72,0.6667,0.51,0.2239,108,188
4632,2011/7/16,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,85,167
4633,2011/7/16,3,0,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,65,136
4634,2011/7/16,3,0,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,61,107
4635,2011/7/17,3,0,7,0,0,0,0,1,0.66,0.6212,0.65,0.2239,34,91
4636,2011/7/17,3,0,7,1,0,0,0,1,0.64,0.6061,0.69,0.194,16,86
4637,2011/7/17,3,0,7,2,0,0,0,1,0.64,0.6061,0.69,0.2239,28,66
4638,2011/7/17,3,0,7,3,0,0,0,1,0.64,0.6061,0.69,0.2239,21,26
4639,2011/7/17,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,4,6
4640,2011/7/17,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,4,8
4641,2011/7/17,3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642,10,11
4642,2011/7/17,3,0,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,20,30
4643,2011/7/17,3,0,7,8,0,0,0,1,0.68,0.6364,0.65,0.2239,45,73
4644,2011/7/17,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,74,110
4645,2011/7/17,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177
4646,2011/7/17,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,147,244
4647,2011/7/17,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,177,243
4648,2011/7/17,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,200,272
4649,2011/7/17,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,168,262
4650,2011/7/17,3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,129,195
4651,2011/7/17,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,129,188
4652,2011/7/17,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,133,236
4653,2011/7/17,3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,147,243
4654,2011/7/17,3,0,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,145,234
4655,2011/7/17,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,85,177
4656,2011/7/17,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,59,148
4657,2011/7/17,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116
4658,2011/7/17,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,39,54
4659,2011/7/18,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30
4660,2011/7/18,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,17,8
4661,2011/7/18,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,2,8
4662,2011/7/18,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,3,4
4663,2011/7/18,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,1,3
4664,2011/7/18,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15
4665,2011/7/18,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,10,95
